"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
121,127,1.31093893097954,0.926973807817075,0.158760786343875,0.232928619473289,0.63008887704551,1.10010520445258,1.76493971541063,3.10945834022535,3.65204211535833
122,128,1.36923672892567,0.96819657607303,0.165820920134493,0.243287016247561,0.658109094596497,1.14902717130633,1.84342704726462,3.24773676781384,3.81444938567476
123,129,1.42136614670026,1.00505764088075,0.172134034469543,0.25254941057367,0.683164545716621,1.19277279701298,1.91360978240001,3.37138421548645,3.9596726486834
124,130,0.733547223564931,0.733547223564931,0.0185718077536259,0.0376260536854863,0.211028385516409,0.508456189821608,1.01691237964322,2.19751109180939,2.705967281631
125,131,0.753259976041318,0.753259976041318,0.0190708914356649,0.0386371857014466,0.216699391002545,0.522120028621691,1.04424005724338,2.25656522060348,2.77868524922517
126,132,0.770356064003379,0.770356064003379,0.0195037269079709,0.03951410037416,0.221617629018289,0.533970133791199,1.0679402675824,2.30778052306294,2.84175065685414
127,133,0.78635942699152,0.78635942699152,0.0199088969792075,0.0403349655831016,0.226221509648915,0.545062819725906,1.09012563945181,2.35572231405192,2.90078513377782
128,134,1.60656317479949,1.13601171530531,0.194562253751743,0.285455358414793,0.772177530768503,1.34818523434817,2.16294373865388,3.81065902074212,4.4755985474987
129,135,2.46903706215375,1.42549921247363,0.509174800250193,0.672970162817978,1.42158876004474,2.20078467367265,3.22653932846875,5.18151592935771,5.94600720469853
130,136,3.38659687536095,1.69329843768047,0.922733667221751,1.15679240329529,2.14652687691508,3.10894736454851,4.32589278900055,6.56462724252975,7.42280489585639
131,137,3.49311827587144,1.74655913793572,0.951757163713393,1.19317794058655,2.21404334184362,3.20673562798031,4.46195863188108,6.77110983063793,7.65628044736811
132,138,3.59657270208604,1.79828635104302,0.97994501293331,1.2285158620271,2.27961586629172,3.30170836242969,4.59410685407072,6.97164735242851,7.88303374859233
133,139,3.67215523973679,1.83607761986839,1.0005387105924,1.25433331494341,2.32752235013488,3.37109427988115,4.69065272788774,7.11815761154188,8.04869693531438
134,140,3.69442739552826,1.84721369776413,1.00660712344068,1.2619410289917,2.34163911182005,3.39154045714969,4.71910221912621,7.16133027307779,8.09751345323328
135,141,3.64767630876161,1.8238381543808,0.993869025779091,1.24597181151238,2.31200686801811,3.34862224947921,4.65938439720499,7.07070730580375,7.99504356723569
